id,type,label
concept__election_system,concept,Election Systems
concept__bribery,concept,Bribery
concept__control,concept,Control
paper_capacitively_shunted_double-transmon_coupler,paper,Capacitively Shunted Double-Transmon Coupler Realizing Bias-Free Idling and High-Fidelity CZ Gate
paper_turboreg:_turboclique_for_robust_and_efficie,paper,TurboReg: TurboClique for Robust and Efficient Point Cloud Registration
paper_time_series_classification_for_locating_forc,paper,Time Series Classification for Locating Forced Oscillation Sources
concept__dynamic_time_warping_dtw,concept,Dynamic Time Warping (DTW)
paper_achieving_dimension-free_communication_in_fe,paper,Achieving Dimension-Free Communication in Federated Learning via Zeroth-Order Optimization
concept__zerothorder_optimization,concept,Zeroth-Order Optimization
paper_miu2net:_weak-lensing_mass_inversion_using_d,paper,MIU2Net: weak-lensing mass inversion using deep learning with nested U-structures
paper_pollmgraph:_unraveling_hallucinations_in_lar,paper,PoLLMgraph: Unraveling Hallucinations in Large Language Models via State Transition Dynamics
paper_siamreid:_confuser_aware_siamese_tracker_wit,paper,SiamReID: Confuser Aware Siamese Tracker with Re-identification Feature
paper_megdet:_a_large_mini-batch_object_detector,paper,MegDet: A Large Mini-Batch Object Detector
paper_when_good_components_go_bad:_formally_secure,paper,When Good Components Go Bad: Formally Secure Compilation Despite Dynamic Compromise
concept__dynamic_compromise_model,concept,Dynamic Compromise Model
concept__undefined_behavior,concept,Undefined Behavior
paper_contribution_of_high_risk_groups'_unmet_need,paper,Contribution of high risk groups' unmet needs may be underestimated in epidemic models without risk turnover: a mechanistic modelling analysis
paper_wavelets_to_the_rescue:_improving_sample_qua,paper,Wavelets to the Rescue: Improving Sample Quality of Latent Variable Deep Generative Models
concept__variational_autoencoder_vae,concept,Variational Autoencoder (VAE)
concept__wavelet_transform,concept,Wavelet Transform
paper_the_energy_complexity_of_broadcast,paper,The Energy Complexity of Broadcast
paper_toward_a_deep_understanding_of_what_makes_a_,paper,Toward A Deep Understanding of What Makes a Scientific Visualization Memorable
concept__entropy,concept,Entropy
paper_neural_network_cognitive_engine_for_autonomo,paper,Neural Network Cognitive Engine for Autonomous and Distributed Underlay Dynamic Spectrum Access
paper_satdbailiff-_mining_and_tracking_self-admitt,paper,SATDBailiff- Mining and Tracking Self-Admitted Technical Debt
paper_a_selective_review_on_calibration_informatio,paper,A selective review on calibration information from similar studies based on parametric likelihood or empirical likelihood
concept__empirical_likelihood_el,concept,Empirical Likelihood (EL)
concept__meta_analysi,concept,Meta Analysis
paper_secomp:_formally_secure_compilation_of_compa,paper,SECOMP: Formally Secure Compilation of Compartmentalized C Programs
paper_huizhou_hadron_spectrometer_--_a_proposed_hi,paper,Huizhou Hadron Spectrometer -- a Proposed High-rate Experimental Setup at the High Intensity Heavy-ion Accelerator Facility
paper_a_new_perspective_on_the_effects_of_spectrum,paper,A New Perspective on the Effects of Spectrum in Graph Neural Networks
paper_hadamard_encoded_row_column_ultrasonic_expan,paper,Hadamard Encoded Row Column Ultrasonic Expansive Scanning (HERCULES) with Bias-Switchable Row-Column Arrays
paper_kleene_algebra_with_commutativity_conditions,paper,Kleene algebra with commutativity conditions is undecidable
paper_skeleton-guided_diffusion_model_for_accurate,paper,Skeleton-Guided Diffusion Model for Accurate Foot X-ray Synthesis in Hallux Valgus Diagnosis
paper_the_impact_of_large-scale_ev_charging_on_the,paper,The impact of large-scale EV charging on the real-time operation of distribution systems: A comprehensive review
paper_mos_2_as_an_ideal_material_for_valleytronics,paper,MoS_2 as an ideal material for valleytronics: valley-selective circular dichroism and valley Hall effect
concept__berry_curvature,concept,Berry Curvature
paper_dovetail:_stronger_anonymity_in_next-generat,paper,Dovetail: Stronger Anonymity in Next-Generation Internet Routing
paper_issues_in_the_formation_of_globular_cluster_,paper,Issues in the Formation of Globular Cluster Systems
paper_intrinsic_volumes_of_random_cubical_complexe,paper,Intrinsic Volumes of Random Cubical Complexes
concept__intrinsic_volume,concept,Intrinsic Volumes
"paper_bridging_moocs,_smart_teaching,_and_ai:_a_de",paper,"Bridging MOOCs, Smart Teaching, and AI: A Decade of Evolution Toward a Unified Pedagogy"
paper_termoelectricidad_cuántica:_conversión_de_en,paper,Termoelectricidad cuántica: conversión de energía a escala nanométrica
paper_exchange_bias_of_mu-metal_thin_films,paper,Exchange bias of mu-metal thin films
paper_lswinsr:_uav_imagery_super-resolution_based_,paper,LSwinSR: UAV Imagery Super-Resolution based on Linear Swin Transformer
paper_constrained_update_projection_approach_to_sa,paper,Constrained Update Projection Approach to Safe Policy Optimization
paper_efficient_sequential_recommendation_for_long,paper,Efficient Sequential Recommendation for Long Term User Interest Via Personalization
concept__sequential_recommendation_model,concept,Sequential Recommendation Models
concept__transformer_architecture,concept,Transformer Architecture
paper_asc_analyzer:_a_python_package_for_measuring,paper,ASC analyzer: A Python package for measuring argument structure construction usage in English texts
paper_a_virgo_environmental_survey_tracing_ionised,paper,A Virgo Environmental Survey Tracing Ionised Gas Emission (VESTIGE).I. Introduction to the Survey
paper_reverse_online_guessing_attacks_on_pake_prot,paper,Reverse Online Guessing Attacks on PAKE Protocols
paper_generative_modeling_and_inverse_imaging_of_c,paper,Generative Modeling and Inverse Imaging of Cardiac Transmembrane Potential
concept__bayesian_inference,concept,Bayesian Inference
paper_efficient_distributed_algorithms_for_convolu,paper,Efficient distributed algorithms for Convolutional Neural Networks
paper_beyond_the_exome:_what's_next_in_diagnostic_,paper,Beyond the exome: what's next in diagnostic testing for Mendelian conditions
paper_experts_don't_cheat:_learning_what_you_don't,paper,Experts Don't Cheat: Learning What You Don't Know By Predicting Pairs
paper_mass-velocity_dispersion_relation_in_hiflugc,paper,Mass-Velocity Dispersion Relation in HIFLUGCS Galaxy Clusters
paper_contrastive_learning_can_find_an_optimal_bas,paper,Contrastive Learning Can Find An Optimal Basis For Approximately View-Invariant Functions
concept__contrastive_learning,concept,Contrastive Learning
paper_evaluating_fairness_in_large_vision-language,paper,Evaluating Fairness in Large Vision-Language Models Across Diverse Demographic Attributes and Prompts
"paper_two_warm,_low-density_sub-jovian_planets_orb",paper,"Two warm, low-density sub-Jovian planets orbiting bright stars in K2 campaigns 13 and 14"
paper_identity-driven_hierarchical_role-playing_ag,paper,Identity-Driven Hierarchical Role-Playing Agents
paper_privacy_in_content-oriented_networking:_thre,paper,Privacy in Content-Oriented Networking: Threats and Countermeasures
paper_learning_transferable_object-centric_diffeom,paper,Learning Transferable Object-Centric Diffeomorphic Transformations for Data Augmentation in Medical Image Segmentation
concept__generative_model,concept,Generative Model
paper_micrometer-scale_magnetic_imaging_of_geologi,paper,Micrometer-scale Magnetic Imaging of Geological Samples Using a Quantum Diamond Microscope
paper_electrically_reconfigurable_arbitrary_splitt,paper,Electrically Reconfigurable Arbitrary Splitting-Ratio Optical Splitter Based on Low-Loss Sb2Se3
paper_lrp-qvit:_mixed-precision_vision_transformer,paper,LRP-QViT: Mixed-Precision Vision Transformer Quantization via Layer-wise Relevance Propagation
concept__layerwise_relevance_propagation_lrp,concept,Layer-wise Relevance Propagation (LRP)
concept__mixedprecision_quantization,concept,Mixed-Precision Quantization
concept__clipped_channelwise_quantization,concept,Clipped Channel-Wise Quantization
paper_classification_of_gapped_domain_walls_of_top,paper,Classification of Gapped Domain Walls of Topological Orders in 2+1 dimensions: A Levin-Wen Model Realization
paper_proximity_graph_maintenance_for_fast_online_,paper,Proximity Graph Maintenance for Fast Online Nearest Neighbor Search
paper_modified_teleparallel_theories_of_gravity,paper,Modified teleparallel theories of gravity
paper_generic_second-order_macroscopic_traffic_nod,paper,Generic second-order macroscopic traffic node model for general multi-input multi-output road junctions via a dynamic system approach
paper_reputation-based_federated_learning_defense_,paper,Reputation-Based Federated Learning Defense to Mitigate Threats in EEG Signal Classification
concept__federated_learning,concept,Federated Learning
paper_circnn:_accelerating_and_compressing_deep_ne,paper,CirCNN: Accelerating and Compressing Deep Neural Networks Using Block-CirculantWeight Matrices
concept__blockcirculant_matrix,concept,Block-Circulant Matrix
concept__fast_fourier_transform_fft,concept,Fast Fourier Transform (FFT)
paper_a_generalization_of_multiple_choice_balls-in,paper,A Generalization of Multiple Choice Balls-into-Bins: Tight Bounds
paper_towards_next-generation_llm-based_recommende,paper,Towards Next-Generation LLM-based Recommender Systems: A Survey and Beyond
concept__large_language_models_llm,concept,Large Language Models (LLMs)
paper_predictive_maintenance_for_general_aviation_,paper,Predictive Maintenance for General Aviation Using Convolutional Transformers
paper_dialogagent:_an_auto-engagement_agent_for_co,paper,DialogAgent: An Auto-engagement Agent for Code Question Answering Data Production
paper_vortex_solitons_in_fractional_nonlinear_schr,paper,Vortex solitons in fractional nonlinear Schrödinger equation with the cubic-quintic nonlinearity
concept__cubicquintic_nonlinearity,concept,Cubic-Quintic Nonlinearity
paper_safegenbench:_a_benchmark_framework_for_secu,paper,SafeGenBench: A Benchmark Framework for Security Vulnerability Detection in LLM-Generated Code
paper_algoxssf:_detection_and_analysis_of_cross-si,paper,algoXSSF: Detection and analysis of cross-site request forgery (XSRF) and cross-site scripting (XSS) attacks via Machine learning algorithms
paper_investigating_recurrent_neural_network_memor,paper,Investigating Recurrent Neural Network Memory Structures using Neuro-Evolution
concept__evolutionary_exploration_of_augmenting_memory_model,concept,Evolutionary Exploration of Augmenting Memory Models
concept__recurrent_neural_network,concept,Recurrent Neural Network
paper_nsl-mt:_linguistically_informed_negative_sam,paper,NSL-MT: Linguistically Informed Negative Samples for Efficient Machine Translation in Low-Resource Languages
"paper_peristaltic_pumping_in_thin,_non-axisymmetri",paper,"Peristaltic pumping in thin, non-axisymmetric, annular tubes"
paper_dw-a-prm:_a_dynamic_weighted_planner,paper,DW-A-PRM: A Dynamic Weighted Planner
paper_fml-bench:_benchmarking_machine_learning_age,paper,FML-bench: Benchmarking Machine Learning Agents for Scientific Research
paper_formulating_reinforcement_learning_for_human,paper,Formulating Reinforcement Learning for Human-Robot Collaboration through Off-Policy Evaluation
paper_can_foundation_models_revolutionize_mobile_a,paper,Can Foundation Models Revolutionize Mobile AR Sparse Sensing?
paper_impact_of_data_breadth_and_depth_on_performa,paper,Impact of Data Breadth and Depth on Performance of Siamese Neural Network Model: Experiments with Three Keystroke Dynamic Datasets
concept__feature_space,concept,Feature Space
paper_q-a:_towards_the_solution_of_usability-secur,paper,Q-A: Towards the Solution of Usability-Security Tension in User Authentication
paper_uncertainty-based_traffic_accident_anticipat,paper,Uncertainty-based Traffic Accident Anticipation with Spatio-Temporal Relational Learning
concept__bayesian_neural_network,concept,Bayesian Neural Networks
paper_explicit_v.s._implicit_memory:_exploring_mul,paper,Explicit v.s. Implicit Memory: Exploring Multi-hop Complex Reasoning Over Personalized Information
paper_hi3d:_pursuing_high-resolution_image-to-3d_g,paper,Hi3D: Pursuing High-Resolution Image-to-3D Generation with Video Diffusion Models
concept__3d_gaussian_splatting,concept,3D Gaussian Splatting
paper_a_multi-class_ride-hailing_service_subsidy_s,paper,A Multi-class Ride-hailing Service Subsidy System Utilizing Deep Causal Networks
paper_ellseg:_an_ellipse_segmentation_framework_fo,paper,EllSeg: An Ellipse Segmentation Framework for Robust Gaze Tracking
paper_kondo_effect_in_a_quantum_dot_coupled_to_fer,paper,Kondo effect in a quantum dot coupled to ferromagnetic leads: A numerical renormalization group analysis
concept__kondo_effect,concept,Kondo Effect
paper_high-fidelity_all-microwave_cz_gate_with_par,paper,High-fidelity all-microwave CZ gate with partial erasure-error detection via a transmon coupler
paper_long-distance_and_high-impact_wind_farm_wake,paper,Long-distance and high-impact wind farm wake effects revealed by SAR: a global-scale study
paper_speculative_decoding_with_a_speculative_voca,paper,Speculative Decoding with a Speculative Vocabulary
concept__speculative_decoding,concept,Speculative Decoding
paper_shelving_it_rather_than_ditching_it:_dynamic,paper,Shelving it rather than Ditching it: Dynamically Debloating DEX and Native Methods of Android Applications without APK Modification
paper_spatial_evolution_of_the_ferromagnetic_phase,paper,Spatial evolution of the ferromagnetic phase transition in an exchange graded film
concept__polarized_neutron_reflectometry,concept,Polarized Neutron Reflectometry
paper_waterfall_transformer_for_multi-person_pose_,paper,Waterfall Transformer for Multi-person Pose Estimation
paper_inherit_with_distillation_and_evolve_with_co,paper,Inherit with Distillation and Evolve with Contrast: Exploring Class Incremental Semantic Segmentation Without Exemplar Memory
paper_wake_up_and_join_me!_an_energy-efficient_alg,paper,Wake Up and Join Me! An Energy-Efficient Algorithm for Maximal Matching in Radio Networks
concept__theorem_11,concept,Theorem 1.1
paper_towards_machine_learning_prediction_of_deep_,paper,Towards Machine Learning Prediction of Deep Brain Stimulation (DBS) Intra-operative Efficacy Maps
paper_garbage_collection_for_multicore_numa_machin,paper,Garbage Collection for Multicore NUMA Machines
paper_hasa:_hybrid_architecture_search_with_aggreg,paper,HASA: Hybrid Architecture Search with Aggregation Strategy for Echinococcosis Classification and Ovary Segmentation in Ultrasound Images
paper_exploring_ar_label_placements_in_visually_cl,paper,Exploring AR Label Placements in Visually Cluttered Scenarios
paper_hosts_and_triggers_of_agns_in_the_local_univ,paper,Hosts and triggers of AGNs in the Local Universe
concept__galaxygalaxy_lensing,concept,Galaxy-galaxy lensing
paper_shuffle_patchmix_augmentation_with_confidenc,paper,Shuffle PatchMix Augmentation with Confidence-Margin Weighted Pseudo-Labels for Enhanced Source-Free Domain Adaptation
paper_detecting_maximally_entangled_states_without,paper,Detecting maximally entangled states without making the Schmidt decomposition
paper_theoretical_properties_for_neural_networks_w,paper,Theoretical Properties for Neural Networks with Weight Matrices of Low Displacement Rank
concept__universal_approximation_property,concept,Universal Approximation Property
paper_mopeft:_a_mixture-of-pefts_for_the_segment_a,paper,MoPEFT: A Mixture-of-PEFTs for the Segment Anything Model
concept__lora,concept,LoRA
concept__adapter,concept,Adapters
paper_a_dynamic_system_characterization_of_road_ne,paper,A dynamic system characterization of road network node models
paper_roadmap_on_topological_photonics,paper,Roadmap on Topological Photonics
paper_dynamos_in_asymptotic-giant-branch_stars_as_,paper,Dynamos in Asymptotic-Giant-Branch Stars As the Origin of Magnetic Fields Shaping Planetary Nebulale
paper_explainable_galaxy_interaction_prediction_wi,paper,Explainable Galaxy Interaction Prediction with Hybrid Attention Mechanisms
paper_maximum_smoothed_likelihood_component_densit,paper,Maximum Smoothed Likelihood Component Density Estimation in Mixture Models with Known Mixing Proportions
paper_babel:_a_scalable_pre-trained_model_for_mult,paper,Babel: A Scalable Pre-trained Model for Multi-Modal Sensing via Expandable Modality Alignment
